               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.040421,            0.033749,                   0,             0.60339,             0.74341,             0.71322,             0.35149,            0.048074,            0.027397,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.039591,            0.032239,                   0,             0.71727,             0.60795,             0.71614,             0.36641,            0.046957,            0.027588,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.039827,            0.033073,                   0,             0.67864,             0.63593,             0.70777,             0.37271,            0.046427,            0.027596,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.039438,            0.033004,                   0,             0.64956,             0.69318,             0.71103,             0.37684,            0.046057,            0.027519,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.039601,            0.032048,                   0,             0.67534,             0.70455,             0.72487,             0.36894,            0.046833,            0.027809,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.040624,            0.034576,                   0,             0.72104,              0.6462,              0.7216,              0.3425,            0.048847,            0.028084,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.039873,            0.033803,                   0,             0.68854,              0.6875,             0.72068,             0.34925,             0.04831,            0.028023,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.039587,            0.033194,                   0,             0.67898,             0.67299,             0.71092,             0.36126,            0.047013,            0.027863,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.039727,            0.032838,                   0,             0.71875,             0.68182,             0.72719,              0.3548,            0.047274,            0.027901,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.040606,            0.034547,                   0,             0.65751,              0.6763,              0.7071,             0.36498,            0.047062,            0.027885,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.039191,            0.032422,                   0,             0.65141,             0.64205,             0.70385,              0.3621,             0.04715,            0.028133,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.039122,            0.031883,                   0,             0.68386,             0.66371,             0.71588,             0.34089,            0.048044,            0.028603,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.039649,            0.032936,                   0,             0.69038,             0.65909,             0.71041,             0.34474,            0.047864,            0.028328,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.039219,            0.032379,                   0,             0.66938,              0.6875,             0.71903,             0.35147,            0.047472,            0.027866,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.039497,            0.032169,                   0,             0.70656,             0.68182,             0.72955,             0.36059,            0.047085,            0.027744,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.039072,            0.032834,                   0,             0.66585,             0.72462,             0.73119,             0.36888,            0.046836,            0.027721,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.039691,            0.032504,                   0,             0.76035,             0.65341,             0.73269,             0.35916,            0.047499,            0.027821,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.039525,            0.034583,                   0,             0.69669,             0.71779,             0.74077,             0.36971,            0.046851,            0.027847,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.038766,            0.033086,                   0,             0.66641,             0.72727,             0.73368,             0.37723,            0.046669,            0.027912,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,             0.03944,            0.032424,                   0,              0.6875,             0.70455,             0.73485,              0.3722,             0.04691,            0.028309,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.039766,            0.033871,                   0,             0.69439,             0.69886,             0.74143,             0.37134,            0.047099,            0.028423,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.038113,            0.032642,                   0,             0.69795,             0.69886,             0.74179,             0.37259,            0.047209,            0.028191,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.037747,            0.031964,                   0,             0.72318,             0.68279,             0.73608,             0.37456,            0.047148,            0.027859,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.038237,            0.032172,                   0,             0.69012,             0.69597,             0.73682,             0.36828,            0.047506,            0.028034,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.038421,            0.032894,                   0,             0.68927,             0.66477,             0.71984,             0.36011,            0.047777,            0.028259,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.038476,            0.031541,                   0,             0.69992,             0.68912,             0.72808,             0.35901,             0.04771,            0.028568,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.038877,            0.033519,                   0,             0.68405,             0.67045,             0.71466,             0.35651,            0.047896,            0.028893,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.038974,            0.033167,                   0,             0.66839,             0.66423,             0.70807,             0.36147,            0.047673,            0.029137,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.038595,            0.032232,                   0,             0.66233,             0.67045,             0.71286,             0.35936,            0.047783,            0.029198,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.038476,            0.031464,                   0,             0.63946,             0.68528,             0.71443,             0.35267,            0.047781,            0.029041,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.039062,            0.034553,                   0,              0.6863,             0.63636,             0.71616,             0.34986,            0.047945,            0.029003,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,             0.03842,            0.030077,                   0,             0.63335,             0.69687,             0.70634,             0.34848,            0.048086,            0.029125,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.037083,            0.032003,                   0,              0.6466,             0.71023,              0.7119,             0.35112,            0.047805,            0.029018,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.038245,            0.031505,                   0,             0.65569,             0.71413,             0.71781,             0.35242,            0.047591,            0.028965,                   0,            0.000199,            0.000199,            0.000199
